Repository,Branch,In-Scope(YES),Application
pru-pamb/pamb-bc4-policy_frontend,plai-coe/dev,,
pru-pamb/pamb-bc4-policy_frontend,policy_search_rework,,
pru-pamb/pamb-bc4-policy_frontend,release,,PRUForce
pru-pamb/pamb-bc4-policy_frontend,sg/master,,
pru-pamb/pamb-bc4-policy_frontend,sg/uat,,
pru-pamb/pamb-bc4-policy_frontend,sit,,
pru-pamb/pamb-bc4-policy_frontend,uat,,
pru-pamb/pamb-bc4-policy_experience_api,feature/sync-from-bitbucket-coe/master,,
pru-pamb/pamb-bc4-policy_experience_api,master,,PRUForce
pru-pamb/pamb-bc4-policy_experience_api,release,,PRUForce
pru-pamb/pamb-bc4-policy_experience_api,sit,,
pru-pamb/pamb-bc4-point_process_api,coe/dev,,
pru-pamb/pamb-bc4-point_process_api,coe/rollout-24.10LTS,,
pru-pamb/pamb-bc4-point_process_api,develop,,PRUForce
pru-pamb/pamb-bc4-point_process_api,feature/PCAAEB-52502,,
pru-pamb/pamb-bc4-point_process_api,feature/PCAAEB-55132,,
pru-pamb/pamb-bc4-point_process_api,feature/gh-action,,
pru-pamb/pamb-bc4-point_process_api,master,Yes,PRUForce
pru-pamb/pamb-bc4-point_process_api,my/dev,,
pru-pamb/pamb-bc4-point_process_api,my/master,,
pru-pamb/pamb-bc4-point_process_api,my/release,,
pru-pamb/pamb-bc4-point_process_api,release,Yes,PRUForce
pru-pamb/pamb-bc4-performance_process_api,develop,,PRUForce
pru-pamb/pamb-bc4-performance_process_api,feature/PCAAEB-54150-devsecops,,
pru-pamb/pamb-bc4-performance_process_api,feature/bump,,
pru-pamb/pamb-bc4-performance_process_api,feature/devsecops,,
pru-pamb/pamb-bc4-performance_process_api,feature/gh-action,,
pru-pamb/pamb-bc4-performance_process_api,master,Yes,PRUForce
pru-pamb/pamb-bc4-performance_process_api,release,Yes,PRUForce
pru-pamb/pamb-bc4-performance_process_api,release-bak-github,,
pru-pamb/pamb-bc4-performance_frontend,bugfix/PCAAEB-37255-cherry-pick-sit,,
pru-pamb/pamb-bc4-performance_frontend,bugfix/PCAAEB-42650,,
pru-pamb/pamb-bc4-performance_frontend,coe/dev,,
pru-pamb/pamb-bc4-performance_frontend,coe/master,,
pru-pamb/pamb-bc4-performance_frontend,coe/rollout-3.x,,
pru-pamb/pamb-bc4-performance_frontend,coe/rollout-22.09,,
pru-pamb/pamb-bc4-performance_frontend,coe/rollout-22.10LTS,,
pru-pamb/pamb-bc4-performance_frontend,coe/rollout-23.01LTS,,
pru-pamb/pamb-bc4-performance_frontend,coe/rollout-23.04LTS,,
pru-pamb/pamb-bc4-performance_frontend,coe/rollout-23.04.1,,
pru-pamb/pamb-bc4-performance_frontend,coe/rollout-23.07LTS,,
pru-pamb/pamb-bc4-performance_frontend,coe/rollout-23.10LTS,,
pru-pamb/pamb-bc4-performance_frontend,coe/rollout-24.01LTS,,
pru-pamb/pamb-bc4-performance_frontend,coe/rollout-24.04LTS,,
pru-pamb/pamb-bc4-performance_frontend,coe/rollout-24.10LTS,,
pru-pamb/pamb-bc4-performance_frontend,coe/sit,,
pru-pamb/pamb-bc4-performance_frontend,develop,,PRUForce
pru-pamb/pamb-bc4-performance_frontend,develop-bak-github,,
pru-pamb/pamb-bc4-performance_frontend,feature/PCAAEB-31596,,
pru-pamb/pamb-bc4-performance_frontend,feature/PCAAEB-34687-sit,,
pru-pamb/pamb-bc4-performance_frontend,feature/PCAAEB-38783,,
pru-pamb/pamb-bc4-performance_frontend,feature/PCAAEB-39863-rn-upgrade,,
pru-pamb/pamb-bc4-performance_frontend,feature/PCAAEB-39863,,
pru-pamb/pamb-bc4-performance_frontend,feature/PCAAEB-40099,,
pru-pamb/pamb-bc4-performance_frontend,feature/PCAAEB-40763-core-to-native,,
pru-pamb/pamb-bc4-performance_frontend,feature/PCAAEB-41975,,
pru-pamb/pamb-bc4-performance_frontend,feature/PCAAEB-42914,,
pru-pamb/pamb-bc4-performance_frontend,feature/conventional-dev-chore,,
pru-pamb/pamb-bc4-performance_frontend,feature/sync-from-bitbucket-my/dev,,
pru-pamb/pamb-bc4-performance_frontend,hotfix/PCAAEB-3340-bug-incentive-incentive-view-detail-button-not-function,,
pru-pamb/pamb-bc4-performance_frontend,kh/master,,
pru-pamb/pamb-bc4-performance_frontend,kh/uat,,
pru-pamb/pamb-bc4-performance_frontend,master,Yes,PRUForce
pru-pamb/pamb-bc4-performance_frontend,master-bak-github,,
pru-pamb/pamb-bc4-performance_frontend,my/dev,,
pru-pamb/pamb-bc4-performance_frontend,my/master,,
pru-pamb/pamb-bc4-performance_frontend,my/release,,
pru-pamb/pamb-bc4-performance_frontend,my/uat,,
pru-pamb/pamb-bc4-performance_frontend,ph/master,,
pru-pamb/pamb-bc4-performance_frontend,ph/uat,,
pru-pamb/pamb-bc4-performance_frontend,plai-coe/dev,,
pru-pamb/pamb-bc4-performance_frontend,release,,PRUForce
pru-pamb/pamb-bc4-performance_frontend,sg/master,,
pru-pamb/pamb-bc4-performance_frontend,sg/uat,,
pru-pamb/pamb-bc4-performance_frontend,sit,,
pru-pamb/pamb-bc4-performance_frontend,uat,,
pru-pamb/pamb-bc4-performance_frontend,vn/master,,
pru-pamb/pamb-bc4-performance_frontend,vn/uat,,
pru-pamb/pamb-bc4-performance_experience_api,develop,,PRUForce
pru-pamb/pamb-bc4-performance_experience_api,feature/PCAAEB-54174-devsecops,,
pru-pamb/pamb-bc4-performance_experience_api,feature/gh-action,,
pru-pamb/pamb-bc4-performance_experience_api,hotfix/bump,,
pru-pamb/pamb-bc4-performance_experience_api,master,Yes,PRUForce
pru-pamb/pamb-bc4-performance_experience_api,release,Yes,PRUForce
pru-pamb/pamb-bc4-performance_experience_api,release-bak-github,,
pru-pamb/pamb-bc4-opentelemetry-helm-charts,coe/dev,,
pru-pamb/pamb-bc4-opentelemetry-helm-charts,coe/sit,,
pru-pamb/pamb-bc4-opentelemetry-helm-charts,williamwai.nok.tang_prudential.com.hk/values.yaml-1712812198779,,
pru-pamb/pamb-bc4-oas,master,,PRUForce
pru-pamb/pamb-bc4-notification_service,NovReleaseBackup,,
pru-pamb/pamb-bc4-notification_service,develop,,PRUForce
pru-pamb/pamb-bc4-notification_service,feature/PCAAEB-54090-devsecops,,
pru-pamb/pamb-bc4-notification_service,feature/PCAAEB-54315-securityfix,,
pru-pamb/pamb-bc4-notification_service,feature/develop-backup,,
pru-pamb/pamb-bc4-notification_service,feature/firebase-sdk-fix,,
pru-pamb/pamb-bc4-notification_service,feature/sync-from-bitbucket-my/dev,,
pru-pamb/pamb-bc4-notification_service,master,Yes,PRUForce
pru-pamb/pamb-bc4-notification_service,my/coe-dev,,
pru-pamb/pamb-bc4-notification_service,my/coe-master,,
pru-pamb/pamb-bc4-notification_service,my/coe-release,,
pru-pamb/pamb-bc4-notification_service,release,Yes,PRUForce
pru-pamb/pamb-bc4-notification_service,release-bak-github,,
pru-pamb/pamb-bc4-mongodb_report,DeployProd,,
pru-pamb/pamb-bc4-mongodb_report,master,,PRUForce
pru-pamb/pamb-bc4-messaging_frontend,bugfix/PCAAEB-43737,,
pru-pamb/pamb-bc4-messaging_frontend,coe/dev,,
pru-pamb/pamb-bc4-messaging_frontend,coe/master,,
pru-pamb/pamb-bc4-messaging_frontend,coe/rollout-3.x,,
pru-pamb/pamb-bc4-messaging_frontend,coe/rollout-22.09,,
pru-pamb/pamb-bc4-messaging_frontend,coe/rollout-22.10LTS,,
pru-pamb/pamb-bc4-messaging_frontend,coe/rollout-23.01LTS,,
pru-pamb/pamb-bc4-messaging_frontend,coe/rollout-23.04LTS,,
pru-pamb/pamb-bc4-messaging_frontend,coe/rollout-23.04.1,,
pru-pamb/pamb-bc4-messaging_frontend,coe/rollout-23.07LTS,,
pru-pamb/pamb-bc4-messaging_frontend,coe/rollout-23.10LTS,,
pru-pamb/pamb-bc4-messaging_frontend,coe/rollout-24.01LTS,,
pru-pamb/pamb-bc4-messaging_frontend,coe/rollout-24.04LTS,,
pru-pamb/pamb-bc4-messaging_frontend,coe/rollout-24.04LTS-lms-release,,
pru-pamb/pamb-bc4-messaging_frontend,coe/rollout-24.10LTS,,
pru-pamb/pamb-bc4-messaging_frontend,coe/sit,,
pru-pamb/pamb-bc4-messaging_frontend,coe/v3.x/devsecops,,
pru-pamb/pamb-bc4-messaging_frontend,develop,,PRUForce
pru-pamb/pamb-bc4-messaging_frontend,develop-bak-github,,
pru-pamb/pamb-bc4-messaging_frontend,feature/PCAAEB-15578,,
pru-pamb/pamb-bc4-messaging_frontend,feature/PCAAEB-39863-rn-upgrade,,
pru-pamb/pamb-bc4-messaging_frontend,feature/PCAAEB-39863,,
pru-pamb/pamb-bc4-messaging_frontend,feature/PCAAEB-40763-core-to-native,,
pru-pamb/pamb-bc4-messaging_frontend,feature/PCAAEB-41994-coesit,,
pru-pamb/pamb-bc4-messaging_frontend,feature/PCAAEB-41994,,
pru-pamb/pamb-bc4-messaging_frontend,feature/PCAAEB-47703-adjust-font-size,,
pru-pamb/pamb-bc4-messaging_frontend,feature/PCAAEB-48057-sit,,
pru-pamb/pamb-bc4-messaging_frontend,feature/PCAAEB-48057,,
pru-pamb/pamb-bc4-messaging_frontend,feature/PCAAEB-51186-sit,,
pru-pamb/pamb-bc4-messaging_frontend,feature/PCAAEB-51186,,
pru-pamb/pamb-bc4-messaging_frontend,feature/PCAAEB-52276-sit,,
pru-pamb/pamb-bc4-messaging_frontend,feature/PCAAEB-52276,,
pru-pamb/pamb-bc4-messaging_frontend,feature/PCAAEB-52659,,
pru-pamb/pamb-bc4-messaging_frontend,feature/PCAAEB-54894,,
pru-pamb/pamb-bc4-messaging_frontend,feature/sync-from-bitbucket-my/dev,,
pru-pamb/pamb-bc4-messaging_frontend,id/master,,
pru-pamb/pamb-bc4-messaging_frontend,id/sit,,
pru-pamb/pamb-bc4-messaging_frontend,id/uat,,
pru-pamb/pamb-bc4-messaging_frontend,master,,PRUForce
pru-pamb/pamb-bc4-messaging_frontend,master-bak-github,,
pru-pamb/pamb-bc4-messaging_frontend,master-pre,,
pru-pamb/pamb-bc4-messaging_frontend,my/dev,,
pru-pamb/pamb-bc4-messaging_frontend,my/master,,
pru-pamb/pamb-bc4-messaging_frontend,my/release,,
pru-pamb/pamb-bc4-messaging_frontend,my/sit,,
pru-pamb/pamb-bc4-messaging_frontend,my/uat,,
pru-pamb/pamb-bc4-messaging_frontend,plai-coe/dev,,
pru-pamb/pamb-bc4-messaging_frontend,release,,PRUForce
pru-pamb/pamb-bc4-messaging_frontend,sg/master,,
pru-pamb/pamb-bc4-messaging_frontend,sg/uat,,
pru-pamb/pamb-bc4-messaging_frontend,sit,,
pru-pamb/pamb-bc4-messaging_frontend,uat,,
pru-pamb/pamb-bc4-messaging_frontend,uat2master,,
pru-pamb/pamb-bc4-messaging_experience_api,BackupJulMyDev,,
pru-pamb/pamb-bc4-messaging_experience_api,Jun24Backup,,
pru-pamb/pamb-bc4-messaging_experience_api,MyDevBackupJan2024,,
pru-pamb/pamb-bc4-messaging_experience_api,ReleaseNov24Backup,,
pru-pamb/pamb-bc4-messaging_experience_api,bugfix/PCAAEB-15466-2210LTS,,
pru-pamb/pamb-bc4-messaging_experience_api,bugfix/PCAAEB-39789-sit,,
pru-pamb/pamb-bc4-messaging_experience_api,bugfix/PCAAEB-39789-upgrade-multer-messaging,,
pru-pamb/pamb-bc4-messaging_experience_api,bugfix/PCAAEB-39798,,
pru-pamb/pamb-bc4-messaging_experience_api,bugfix/PCAAEB-48824,,
pru-pamb/pamb-bc4-messaging_experience_api,bugfix/PCAAEB-50570-dev,,
pru-pamb/pamb-bc4-messaging_experience_api,bugfix/PCAAEB-50570,,
pru-pamb/pamb-bc4-messaging_experience_api,bugfix/PCAAEB-50995-coesit,,
pru-pamb/pamb-bc4-messaging_experience_api,bugfix/PCAAEB-50995,,
pru-pamb/pamb-bc4-messaging_experience_api,bugfix/PCAAEB-51689,,
pru-pamb/pamb-bc4-messaging_experience_api,bugfix/PCAAEB-51794,,
pru-pamb/pamb-bc4-messaging_experience_api,bugfix/bump,,
pru-pamb/pamb-bc4-messaging_experience_api,bugfix/conflict,,
pru-pamb/pamb-bc4-messaging_experience_api,bugfix/header-too-large-issue,,
pru-pamb/pamb-bc4-messaging_experience_api,bugfix/sec,,
pru-pamb/pamb-bc4-messaging_experience_api,coe/dev,,
pru-pamb/pamb-bc4-messaging_experience_api,coe/master,,
pru-pamb/pamb-bc4-messaging_experience_api,coe/rollout-3.x,,
pru-pamb/pamb-bc4-messaging_experience_api,coe/rollout-22.09,,
pru-pamb/pamb-bc4-messaging_experience_api,coe/rollout-22.10LTS,,
pru-pamb/pamb-bc4-messaging_experience_api,coe/rollout-23.01LTS,,
pru-pamb/pamb-bc4-messaging_experience_api,coe/rollout-23.04LTS,,
pru-pamb/pamb-bc4-messaging_experience_api,coe/rollout-23.04.1,,
pru-pamb/pamb-bc4-messaging_experience_api,coe/rollout-23.07LTS,,
pru-pamb/pamb-bc4-messaging_experience_api,coe/rollout-23.10LTS,,
pru-pamb/pamb-bc4-messaging_experience_api,coe/rollout-24.01LTS,,
pru-pamb/pamb-bc4-messaging_experience_api,coe/rollout-24.04LTS,,
pru-pamb/pamb-bc4-messaging_experience_api,coe/rollout-24.10LTS,,
pru-pamb/pamb-bc4-messaging_experience_api,coe/sit,,
pru-pamb/pamb-bc4-messaging_experience_api,coe/v3.x/devsecops,,
pru-pamb/pamb-bc4-messaging_experience_api,develop,,PRUForce
pru-pamb/pamb-bc4-messaging_experience_api,feature/PCAAEB-3785,,
pru-pamb/pamb-bc4-messaging_experience_api,feature/PCAAEB-4606,,
pru-pamb/pamb-bc4-messaging_experience_api,feature/PCAAEB-9671,,
pru-pamb/pamb-bc4-messaging_experience_api,feature/PCAAEB-13654,,
pru-pamb/pamb-bc4-messaging_experience_api,feature/PCAAEB-14594,,
pru-pamb/pamb-bc4-messaging_experience_api,feature/PCAAEB-18317,,
pru-pamb/pamb-bc4-messaging_experience_api,feature/PCAAEB-18762,,
pru-pamb/pamb-bc4-messaging_experience_api,feature/PCAAEB-45063-coesit,,
pru-pamb/pamb-bc4-messaging_experience_api,feature/PCAAEB-45063,,
pru-pamb/pamb-bc4-messaging_experience_api,feature/PCAAEB-48418-rollout,,
pru-pamb/pamb-bc4-messaging_experience_api,feature/PCAAEB-48581,,
pru-pamb/pamb-bc4-messaging_experience_api,feature/PCAAEB-50704,,
pru-pamb/pamb-bc4-messaging_experience_api,feature/PCAAEB-52659,,
pru-pamb/pamb-bc4-messaging_experience_api,feature/PCAAEB-53869-devsecops,,
pru-pamb/pamb-bc4-messaging_experience_api,feature/PCAAEB-53922,,
pru-pamb/pamb-bc4-messaging_experience_api,feature/gh-action,,
pru-pamb/pamb-bc4-messaging_experience_api,feature/merge-24.10,,
pru-pamb/pamb-bc4-messaging_experience_api,feature/sync-from-bitbucket-my/dev,,
pru-pamb/pamb-bc4-messaging_experience_api,hotfix/PCAAEB-10904,,
pru-pamb/pamb-bc4-messaging_experience_api,hotfix/PCAAEB-11438,,
pru-pamb/pamb-bc4-messaging_experience_api,hotfix/PCAAEB-12325,,
pru-pamb/pamb-bc4-messaging_experience_api,hotfix/PCAAEB-42370-upgrade-follow-redirects,,
pru-pamb/pamb-bc4-messaging_experience_api,hotfix/PCAAEB-49709-24.04,,
pru-pamb/pamb-bc4-messaging_experience_api,hotfix/PCAAEB-49709-dev,,
pru-pamb/pamb-bc4-messaging_experience_api,hotfix/bump,,
pru-pamb/pamb-bc4-messaging_experience_api,master,Yes,PRUForce
pru-pamb/pamb-bc4-messaging_experience_api,master-bak-github,,
pru-pamb/pamb-bc4-messaging_experience_api,masterNov23Backup,,
pru-pamb/pamb-bc4-messaging_experience_api,my/dev.bk.21Nov,,
pru-pamb/pamb-bc4-messaging_experience_api,my/dev,,
pru-pamb/pamb-bc4-messaging_experience_api,my/master,,
pru-pamb/pamb-bc4-messaging_experience_api,my/master14JanBackup,,
pru-pamb/pamb-bc4-messaging_experience_api,my/release,,
pru-pamb/pamb-bc4-messaging_experience_api,my/release14JanBackup,,
pru-pamb/pamb-bc4-messaging_experience_api,my/releaseAugPF2Bk,,
pru-pamb/pamb-bc4-messaging_experience_api,my/releaseBackup20March,,
pru-pamb/pamb-bc4-messaging_experience_api,myBackupMarch,,
pru-pamb/pamb-bc4-messaging_experience_api,myMaster12Oct24,,
pru-pamb/pamb-bc4-messaging_experience_api,plai-coe/dev,,
pru-pamb/pamb-bc4-messaging_experience_api,release,Yes,PRUForce
pru-pamb/pamb-bc4-messaging_experience_api,release-bak-github,,
pru-pamb/pamb-bc4-messaging_experience_api,sit,,
pru-pamb/pamb-bc4-messaging_experience_api,uat,,
pru-pamb/pamb-bc4-messaging_backend,bugfix/PCAAEB-55769,,
pru-pamb/pamb-bc4-messaging_backend,bugfix/conflict,,
pru-pamb/pamb-bc4-messaging_backend,bugfix/update-pom,,
pru-pamb/pamb-bc4-messaging_backend,coe/rollout-24.10LTS,,
pru-pamb/pamb-bc4-messaging_backend,develop,,PRUForce
pru-pamb/pamb-bc4-messaging_backend,feature/PCAAEB-52380,,
pru-pamb/pamb-bc4-messaging_backend,feature/PCAAEB-52659,,
pru-pamb/pamb-bc4-messaging_backend,feature/PCAAEB-54265,,
pru-pamb/pamb-bc4-messaging_backend,feature/PCAAEB-55288,,
pru-pamb/pamb-bc4-messaging_backend,feature/PCAAEB-55773,,
pru-pamb/pamb-bc4-messaging_backend,feature/devsecops,,
pru-pamb/pamb-bc4-messaging_backend,feature/gh-action,,
pru-pamb/pamb-bc4-messaging_backend,feature/merging-24.10,,
pru-pamb/pamb-bc4-messaging_backend,hotfix/bump,,
pru-pamb/pamb-bc4-messaging_backend,hotfix/change_filename,,
pru-pamb/pamb-bc4-messaging_backend,master,Yes,PRUForce
pru-pamb/pamb-bc4-messaging_backend,release,Yes,PRUForce
pru-pamb/pamb-bc4-messaging_backend,release-bak-github,,
pru-pamb/pamb-bc4-mdrt-service,bugfix/PCAAEB-50556,,
pru-pamb/pamb-bc4-mdrt-service,develop,,PRUForce
pru-pamb/pamb-bc4-mdrt-service,feature/debug-runners,,
pru-pamb/pamb-bc4-mdrt-service,master,Yes,PRUForce
pru-pamb/pamb-bc4-mdrt-service,my/release,,
pru-pamb/pamb-bc4-mdrt-service,release,Yes,PRUForce
pru-pamb/pamb-bc4-mdrt-batch,master,,PRUForce
pru-pamb/pamb-bc4-mdrt-batch,my/dev,,
pru-pamb/pamb-bc4-mdrt-batch,my/release,,
pru-pamb/pamb-bc4-mdrt_calculator_frontend_my,develop,,PRUForce
pru-pamb/pamb-bc4-mdrt_calculator_frontend_my,master,,PRUForce
pru-pamb/pamb-bc4-mdrt_calculator_frontend_my,release,,PRUForce
pru-pamb/pamb-bc4-manager_process_api,develop,,PRUForce
pru-pamb/pamb-bc4-manager_process_api,feature/PCAAEB-54054,,
pru-pamb/pamb-bc4-manager_process_api,feature/PCAAEB-55365,,
pru-pamb/pamb-bc4-manager_process_api,feature/gh-action,,
pru-pamb/pamb-bc4-manager_process_api,master,Yes,PRUForce
pru-pamb/pamb-bc4-manager_process_api,release,Yes,PRUForce
pru-pamb/pamb-bc4-manager_process_api,release-bak-github,,
pru-pamb/pamb-bc4-manager_experience_api,bugfix/sec,,
pru-pamb/pamb-bc4-manager_experience_api,develop,,PRUForce
pru-pamb/pamb-bc4-manager_experience_api,feature/PCAAEB-52754,,
pru-pamb/pamb-bc4-manager_experience_api,feature/PCAAEB-53658,,
pru-pamb/pamb-bc4-manager_experience_api,feature/gh-action,,
pru-pamb/pamb-bc4-manager_experience_api,master,Yes,PRUForce
pru-pamb/pamb-bc4-manager_experience_api,release,Yes,PRUForce
pru-pamb/pamb-bc4-manager_experience_api,release-bak-github,,
pru-pamb/pamb-bc4-learning_process_api,coe/rollout-24.10LTS,,
pru-pamb/pamb-bc4-learning_process_api,develop,,PRUForce
pru-pamb/pamb-bc4-learning_process_api,feature/PCAAEB-53968-devsecops,,
pru-pamb/pamb-bc4-learning_process_api,feature/PCAAEB-54343,,
pru-pamb/pamb-bc4-learning_process_api,feature/add-custom-cvt-for-race,,
pru-pamb/pamb-bc4-learning_process_api,feature/disable-otel,,
pru-pamb/pamb-bc4-learning_process_api,feature/gh-action,,
pru-pamb/pamb-bc4-learning_process_api,feature/master-for-merge,,
pru-pamb/pamb-bc4-learning_process_api,hotfix/bump,,
pru-pamb/pamb-bc4-learning_process_api,master,Yes,PRUForce
pru-pamb/pamb-bc4-learning_process_api,my/dev,,
pru-pamb/pamb-bc4-learning_process_api,my/release,,
pru-pamb/pamb-bc4-learning_process_api,release,Yes,PRUForce
pru-pamb/pamb-bc4-lead_process_api,bugfix/PCAAEB-49254,,
pru-pamb/pamb-bc4-lead_process_api,bugfix/PCAAEB-49291,,
pru-pamb/pamb-bc4-lead_process_api,bugfix/add-logs,,
pru-pamb/pamb-bc4-lead_process_api,bugfix/bump,,
pru-pamb/pamb-bc4-lead_process_api,bugfix/comment-code,,
pru-pamb/pamb-bc4-lead_process_api,coe/rollout-24.10LTS,,
pru-pamb/pamb-bc4-lead_process_api,develop,,PRUForce
pru-pamb/pamb-bc4-lead_process_api,feature/PCAAAEB-53643,,
pru-pamb/pamb-bc4-lead_process_api,feature/PCAAEB-33677,,
pru-pamb/pamb-bc4-lead_process_api,feature/PCAAEB-49275,,
pru-pamb/pamb-bc4-lead_process_api,feature/PCAAEB-49291,,
pru-pamb/pamb-bc4-lead_process_api,feature/PCAAEB-51695,,
pru-pamb/pamb-bc4-lead_process_api,feature/PCAAEB-52380,,
pru-pamb/pamb-bc4-lead_process_api,feature/PCAAEB-52754,,
pru-pamb/pamb-bc4-lead_process_api,feature/PCAAEB-53643,,
pru-pamb/pamb-bc4-lead_process_api,feature/PCAAEB-53828,,
pru-pamb/pamb-bc4-lead_process_api,feature/PCAAEB-53898,,
pru-pamb/pamb-bc4-lead_process_api,feature/PCAAEB-53899,,
pru-pamb/pamb-bc4-lead_process_api,feature/PCAAEB-53947,,
pru-pamb/pamb-bc4-lead_process_api,feature/PCAAEB-54052,,
pru-pamb/pamb-bc4-lead_process_api,feature/PCAAEB-54160,,
pru-pamb/pamb-bc4-lead_process_api,feature/PCAAEB-54265,,
pru-pamb/pamb-bc4-lead_process_api,feature/PCAAEB-55255,,
pru-pamb/pamb-bc4-lead_process_api,feature/PCAAEB-55364,,
pru-pamb/pamb-bc4-lead_process_api,feature/PCAAEB-55779,,
pru-pamb/pamb-bc4-lead_process_api,feature/PCAAEB-55780,,
pru-pamb/pamb-bc4-lead_process_api,feature/gh-action,,
pru-pamb/pamb-bc4-lead_process_api,hotfix/PCAAEB-54277,,
pru-pamb/pamb-bc4-lead_process_api,master,Yes,PRUForce
pru-pamb/pamb-bc4-lead_process_api,release,Yes,PRUForce
pru-pamb/pamb-bc4-lead_process_api,release-bak-github,,
pru-pamb/pamb-bc4-keycloak_system_api,ReleaseNov24Backup,,
pru-pamb/pamb-bc4-keycloak_system_api,coe/dev,,
pru-pamb/pamb-bc4-keycloak_system_api,coe/master,,
pru-pamb/pamb-bc4-keycloak_system_api,coe/sit,,
pru-pamb/pamb-bc4-keycloak_system_api,develop,,PRUForce
pru-pamb/pamb-bc4-keycloak_system_api,feature/sync-from-bitbucket-my/dev,,
pru-pamb/pamb-bc4-keycloak_system_api,master,,PRUForce
pru-pamb/pamb-bc4-keycloak_system_api,my/dev,,
pru-pamb/pamb-bc4-keycloak_system_api,my/master,,
pru-pamb/pamb-bc4-keycloak_system_api,my/release,,
pru-pamb/pamb-bc4-keycloak_system_api,plai-coe/dev,,
pru-pamb/pamb-bc4-keycloak_system_api,release,,PRUForce
pru-pamb/pamb-bc4-jenkins-skeleton-library,feature/my-pruforce-new-jenkins,,
pru-pamb/pamb-bc4-jenkins-skeleton-library,feature/pruforce-new-jenkins-github,,
pru-pamb/pamb-bc4-jenkins-skeleton-library,master,,PRUForce
pru-pamb/pamb-bc4-integration_process_api,coe/dev,,
pru-pamb/pamb-bc4-integration_process_api,develop,,PRUForce
pru-pamb/pamb-bc4-integration_process_api,feature/PCAAEB-55363,,
pru-pamb/pamb-bc4-integration_process_api,feature/gh-action,,
pru-pamb/pamb-bc4-integration_process_api,master,Yes,PRUForce
pru-pamb/pamb-bc4-integration_process_api,release,Yes,PRUForce
pru-pamb/pamb-bc4-integration_process_api,release-bak-github,,
pru-pamb/pamb-bc4-integration_experience_api,AugReleaseBackup,,
pru-pamb/pamb-bc4-integration_experience_api,BackupJulMyDev,,
pru-pamb/pamb-bc4-integration_experience_api,Jun24Backup,,
pru-pamb/pamb-bc4-integration_experience_api,ReleaseNov24Backup,,
pru-pamb/pamb-bc4-integration_experience_api,bugfix/PCAAEB-15466-2210LTS,,
pru-pamb/pamb-bc4-integration_experience_api,bugfix/PCAAEB-15466-coesit,,
pru-pamb/pamb-bc4-integration_experience_api,bugfix/PCAAEB-15466,,
pru-pamb/pamb-bc4-integration_experience_api,bugfix/PCAAEB-38185-cherry-pick-sit,,
pru-pamb/pamb-bc4-integration_experience_api,bugfix/PCAAEB-38185-coesit,,
pru-pamb/pamb-bc4-integration_experience_api,bugfix/PCAAEB-39768-sit,,
pru-pamb/pamb-bc4-integration_experience_api,bugfix/PCAAEB-39768,,
pru-pamb/pamb-bc4-integration_experience_api,bugfix/PCAAEB-39789-sit,,
pru-pamb/pamb-bc4-integration_experience_api,bugfix/PCAAEB-39789-upgrade-multer-integration-experience,,
pru-pamb/pamb-bc4-integration_experience_api,bugfix/PCAAEB-39798,,
pru-pamb/pamb-bc4-integration_experience_api,bugfix/PCAAEB-41386-sit,,
pru-pamb/pamb-bc4-integration_experience_api,bugfix/PCAAEB-41386,,
pru-pamb/pamb-bc4-integration_experience_api,bugfix/PCAAEB-48824,,
pru-pamb/pamb-bc4-integration_experience_api,bugfix/PCAAEB-50995,,
pru-pamb/pamb-bc4-integration_experience_api,bugfix/PCAAEB-51794,,
pru-pamb/pamb-bc4-integration_experience_api,bugfix/sec,,
pru-pamb/pamb-bc4-integration_experience_api,coe/dev,,
pru-pamb/pamb-bc4-integration_experience_api,coe/master,,
pru-pamb/pamb-bc4-integration_experience_api,coe/rollout-22.10LTS,,
pru-pamb/pamb-bc4-integration_experience_api,coe/rollout-23.01LTS,,
pru-pamb/pamb-bc4-integration_experience_api,coe/rollout-23.04LTS,,
pru-pamb/pamb-bc4-integration_experience_api,coe/rollout-23.04.1,,
pru-pamb/pamb-bc4-integration_experience_api,coe/rollout-23.07LTS,,
pru-pamb/pamb-bc4-integration_experience_api,coe/rollout-23.10LTS,,
pru-pamb/pamb-bc4-integration_experience_api,coe/rollout-24.01LTS,,
pru-pamb/pamb-bc4-integration_experience_api,coe/rollout-24.04LTS,,
pru-pamb/pamb-bc4-integration_experience_api,coe/rollout-24.10LTS,,
pru-pamb/pamb-bc4-integration_experience_api,coe/sit,,
pru-pamb/pamb-bc4-integration_experience_api,coe/v3.x/devsecops,,
pru-pamb/pamb-bc4-integration_experience_api,develop,,PRUForce
pru-pamb/pamb-bc4-integration_experience_api,feature/PCAAEB-18317-my,,
pru-pamb/pamb-bc4-integration_experience_api,feature/PCAAEB-41242,,
pru-pamb/pamb-bc4-integration_experience_api,feature/PCAAEB-45063,,
pru-pamb/pamb-bc4-integration_experience_api,feature/PCAAEB-46689-remove-axios-adapter,,
pru-pamb/pamb-bc4-integration_experience_api,feature/PCAAEB-54051,,
pru-pamb/pamb-bc4-integration_experience_api,feature/gh-action,,
pru-pamb/pamb-bc4-integration_experience_api,feature/sync-from-bitbucket-my/dev,,
pru-pamb/pamb-bc4-integration_experience_api,hotfix/PCAAEB-42370-upgrade-follow-redirects,,
