Repository,Branch,In-Scope(YES),Application
pru-pamb/pamb-bc4-integration_experience_api,hotfix/PCAAEB-42370-upgrade-follow-redirects-sit,,
pru-pamb/pamb-bc4-integration_experience_api,hotfix/PCAAEB-50159-24.04,,
pru-pamb/pamb-bc4-integration_experience_api,hotfix/PCAAEB-50159-dev,,
pru-pamb/pamb-bc4-integration_experience_api,master,Yes,PRUForce
pru-pamb/pamb-bc4-integration_experience_api,master-bak-github,,
pru-pamb/pamb-bc4-integration_experience_api,masterBackupNov23,,
pru-pamb/pamb-bc4-integration_experience_api,mayReleaseBackup,,
pru-pamb/pamb-bc4-integration_experience_api,my/PCAAEB-26999,,
pru-pamb/pamb-bc4-integration_experience_api,my/dev,,
pru-pamb/pamb-bc4-integration_experience_api,my/master,,
pru-pamb/pamb-bc4-integration_experience_api,my/release,,
pru-pamb/pamb-bc4-integration_experience_api,my/release14JanBackup,,
pru-pamb/pamb-bc4-integration_experience_api,my/releaseBackup20March,,
pru-pamb/pamb-bc4-integration_experience_api,myBackupMarch,,
pru-pamb/pamb-bc4-integration_experience_api,myMaster12Oct24,,
pru-pamb/pamb-bc4-integration_experience_api,plai-coe/dev,,
pru-pamb/pamb-bc4-integration_experience_api,release,Yes,PRUForce
pru-pamb/pamb-bc4-integration_experience_api,release-bak-github,,
pru-pamb/pamb-bc4-incentive_process_api,ReleaseNov24Backup,,
pru-pamb/pamb-bc4-incentive_process_api,bugfix/PCAAEB-39768-sit,,
pru-pamb/pamb-bc4-incentive_process_api,bugfix/PCAAEB-39768,,
pru-pamb/pamb-bc4-incentive_process_api,bugfix/PCAAEB-39774-sit,,
pru-pamb/pamb-bc4-incentive_process_api,bugfix/PCAAEB-39774,,
pru-pamb/pamb-bc4-incentive_process_api,bugfix/PCAAEB-40774-coesit,,
pru-pamb/pamb-bc4-incentive_process_api,bugfix/PCAAEB-40774,,
pru-pamb/pamb-bc4-incentive_process_api,bugfix/PCAAEB-40877-coesit,,
pru-pamb/pamb-bc4-incentive_process_api,bugfix/PCAAEB-45982,,
pru-pamb/pamb-bc4-incentive_process_api,bugfix/PCAAEB-45986-coesit,,
pru-pamb/pamb-bc4-incentive_process_api,bugfix/PCAAEB-45986,,
pru-pamb/pamb-bc4-incentive_process_api,bugfix/PCAAEB-48824,,
pru-pamb/pamb-bc4-incentive_process_api,bugfix/PCAAEB-50995-coesit,,
pru-pamb/pamb-bc4-incentive_process_api,bugfix/PCAAEB-50995,,
pru-pamb/pamb-bc4-incentive_process_api,bugfix/PCAAEB-51794,,
pru-pamb/pamb-bc4-incentive_process_api,coe/PCAAEB-34755-cherry-pick-sit,,
pru-pamb/pamb-bc4-incentive_process_api,coe/dev,,
pru-pamb/pamb-bc4-incentive_process_api,coe/master,,
pru-pamb/pamb-bc4-incentive_process_api,coe/rollout-23.10LTS,,
pru-pamb/pamb-bc4-incentive_process_api,coe/rollout-24.01LTS,,
pru-pamb/pamb-bc4-incentive_process_api,coe/rollout-24.04LTS,,
pru-pamb/pamb-bc4-incentive_process_api,coe/rollout-24.10LTS,,
pru-pamb/pamb-bc4-incentive_process_api,coe/sit,,
pru-pamb/pamb-bc4-incentive_process_api,coe/v3.x/devsecops,,
pru-pamb/pamb-bc4-incentive_process_api,develop,,PRUForce
pru-pamb/pamb-bc4-incentive_process_api,feature/PCAAEB-30373-ext-point,,
pru-pamb/pamb-bc4-incentive_process_api,feature/PCAAEB-41946,,
pru-pamb/pamb-bc4-incentive_process_api,feature/PCAAEB-45063,,
pru-pamb/pamb-bc4-incentive_process_api,feature/PCAAEB-53870,,
pru-pamb/pamb-bc4-incentive_process_api,feature/PCAAEB-55036,,
pru-pamb/pamb-bc4-incentive_process_api,feature/gh-action,,
pru-pamb/pamb-bc4-incentive_process_api,feature/merge-24.10,,
pru-pamb/pamb-bc4-incentive_process_api,feature/sync-from-bitbucket-my/dev,,
pru-pamb/pamb-bc4-incentive_process_api,hotfix/PCAAEB-41240-upgrade-multer,,
pru-pamb/pamb-bc4-incentive_process_api,hotfix/PCAAEB-42370-upgrade-follow-redirect-sit,,
pru-pamb/pamb-bc4-incentive_process_api,hotfix/PCAAEB-42370-upgrade-follow-redirects,,
pru-pamb/pamb-bc4-incentive_process_api,hotfix/PCAAEB-42370-upgrade-follow-redirects-sit,,
pru-pamb/pamb-bc4-incentive_process_api,hotfix/PCAAEB-42370-upgrade-multer-sit,,
pru-pamb/pamb-bc4-incentive_process_api,hotfix/PCAAEB-50159-24.04,,
pru-pamb/pamb-bc4-incentive_process_api,hotfix/PCAAEB-50159-dev,,
pru-pamb/pamb-bc4-incentive_process_api,hotfix/PCAAEB-50159-merge-sit,,
pru-pamb/pamb-bc4-incentive_process_api,master,,PRUForce
pru-pamb/pamb-bc4-incentive_process_api,my/dev,,
pru-pamb/pamb-bc4-incentive_process_api,my/master,,
pru-pamb/pamb-bc4-incentive_process_api,my/release,,
pru-pamb/pamb-bc4-incentive_process_api,plai-coe/dev,,
pru-pamb/pamb-bc4-incentive_process_api,release,,PRUForce
pru-pamb/pamb-bc4-home_frontend_my,develop,,PRUForce
pru-pamb/pamb-bc4-home_frontend_my,feature/PCAAEB-53922,,
pru-pamb/pamb-bc4-home_frontend_my,feature/PCAAEB-54352,,
pru-pamb/pamb-bc4-home_frontend_my,master,,PRUForce
pru-pamb/pamb-bc4-home_frontend_my,my/uat-khan,,
pru-pamb/pamb-bc4-home_frontend_my,release,,PRUForce
pru-pamb/pamb-bc4-grafana-helm-charts,coe/sit,,
pru-pamb/pamb-bc4-frontend_sdk,bugfix/PCAAEB-10416-fix-node-dep,,
pru-pamb/pamb-bc4-frontend_sdk,bugfix/PCAAEB-10416-fix-node-dep-dev,,
pru-pamb/pamb-bc4-frontend_sdk,bugfix/PCAAEB-33225-typo,,
pru-pamb/pamb-bc4-frontend_sdk,bugfix/PCAAEB-33405,,
pru-pamb/pamb-bc4-frontend_sdk,bugfix/PCAAEB-34646-sit,,
pru-pamb/pamb-bc4-frontend_sdk,bugfix/PCAAEB-38114,,
pru-pamb/pamb-bc4-frontend_sdk,bugfix/PCAAEB-38773,,
pru-pamb/pamb-bc4-frontend_sdk,bugfix/PCAAEB-39158,,
pru-pamb/pamb-bc4-frontend_sdk,bugfix/PCAAEB-39349,,
pru-pamb/pamb-bc4-frontend_sdk,bugfix/PCAAEB-39352-dashboard-persistency-bugfix,,
pru-pamb/pamb-bc4-frontend_sdk,bugfix/PCAAEB-40766-sit,,
pru-pamb/pamb-bc4-frontend_sdk,bugfix/PCAAEB-40766,,
pru-pamb/pamb-bc4-frontend_sdk,bugfix/PCAAEB-40767-04071540,,
pru-pamb/pamb-bc4-frontend_sdk,bugfix/PCAAEB-40767,,
pru-pamb/pamb-bc4-frontend_sdk,bugfix/PCAAEB-40776,,
pru-pamb/pamb-bc4-frontend_sdk,bugfix/PCAAEB-46643-reconn,,
pru-pamb/pamb-bc4-frontend_sdk,bugfix/PCAAEB-46643-reconn-api,,
pru-pamb/pamb-bc4-frontend_sdk,bugfix/PCAAEB-50152,,
pru-pamb/pamb-bc4-frontend_sdk,bugfix/PCAAEB-51097-fix-hide-prePrumiumdue,,
pru-pamb/pamb-bc4-frontend_sdk,bugfix/PCAAEB-51698-lead-sort,,
pru-pamb/pamb-bc4-frontend_sdk,bugfix/PCAAEB-51704-lead-filter,,
pru-pamb/pamb-bc4-frontend_sdk,bugfix/PCAAEB-51707-offline-bug,,
pru-pamb/pamb-bc4-frontend_sdk,bugfix/PCAAEB-52281-fix,,
pru-pamb/pamb-bc4-frontend_sdk,bugfix/PCAAEB-52290-ipad,,
pru-pamb/pamb-bc4-frontend_sdk,bugfix/PCAAEB-52369-app-secretary-should-not-pop-the-window-of-not-available-for-secretary-account,,
pru-pamb/pamb-bc4-frontend_sdk,bugfix/PCAAEB-52488-fix,,
pru-pamb/pamb-bc4-frontend_sdk,bugfix/PCAAEB-52665-fix-premiue-due-data-too-long-style-issue,,
pru-pamb/pamb-bc4-frontend_sdk,coe/dev,,
pru-pamb/pamb-bc4-frontend_sdk,coe/master,,
pru-pamb/pamb-bc4-frontend_sdk,coe/rollout-23.10LTS,,
pru-pamb/pamb-bc4-frontend_sdk,coe/rollout-24.01LTS,,
pru-pamb/pamb-bc4-frontend_sdk,coe/rollout-24.04LTS,,
pru-pamb/pamb-bc4-frontend_sdk,coe/rollout-24.10LTS,,
pru-pamb/pamb-bc4-frontend_sdk,coe/sit,,
pru-pamb/pamb-bc4-frontend_sdk,develop,,PRUForce
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-33405-init-sdk,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-33405-jenkins,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-33405-plop-screen-template,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-33405-unit-test-config,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-33801,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-37174-cb2-sprint9-dev,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-37174-cb2-sprint9,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-37523-secretary-feature-access-dashboard,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-37523,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-39197,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-39244-resp-change,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-39361-add-lokalise,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-39863-rn-upgrade,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-39863,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-41805-sdk-template,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-42197-libs-update,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-42197-to-coedev,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-42197-to-coesit,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-43006-test-new,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-43006,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-43883-sync-code,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-44038,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-45175-bbk-http,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-46401-sit,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-46401,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-46635-offline-lead-source,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-46764-plai-lead-list,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-46772-offline-indicator,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-46857-app-offline-mode,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-46857-app-offline-mode-realm,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-48733-sit,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-48733,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-50524-offline-prospect3,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-50524-offline-prospect4,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-50566-leads-policy,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-50575-enhancement,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-50575-fix,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-50575,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-51083-test,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-51097-fix,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-51097-hot-fix-typos,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-51097,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-52362-sit,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-52362,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-52650-fix,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-52650-fix-code-style,,
pru-pamb/pamb-bc4-frontend_sdk,feature/PCAAEB-52650,,
pru-pamb/pamb-bc4-frontend_sdk,feature/sync-from-bitbucket-my/dev,,
pru-pamb/pamb-bc4-frontend_sdk,hotfix/PCAAEB-10416-remove-contentful,,
pru-pamb/pamb-bc4-frontend_sdk,master,,PRUForce
pru-pamb/pamb-bc4-frontend_sdk,my/dev,,
pru-pamb/pamb-bc4-frontend_sdk,my/master,,
pru-pamb/pamb-bc4-frontend_sdk,my/release,,
pru-pamb/pamb-bc4-frontend_sdk,my/uat,,
pru-pamb/pamb-bc4-frontend_sdk,release,,PRUForce
pru-pamb/pamb-bc4-feedback_frontend,PCAAEB-4483,,
pru-pamb/pamb-bc4-feedback_frontend,coe/dev,,
pru-pamb/pamb-bc4-feedback_frontend,coe/master,,
pru-pamb/pamb-bc4-feedback_frontend,coe/rollout-3.x,,
pru-pamb/pamb-bc4-feedback_frontend,coe/rollout-22.09,,
pru-pamb/pamb-bc4-feedback_frontend,coe/rollout-22.10LTS,,
pru-pamb/pamb-bc4-feedback_frontend,coe/rollout-23.01LTS,,
pru-pamb/pamb-bc4-feedback_frontend,coe/rollout-23.04LTS,,
pru-pamb/pamb-bc4-feedback_frontend,coe/rollout-23.04.1,,
pru-pamb/pamb-bc4-feedback_frontend,coe/rollout-23.07LTS,,
pru-pamb/pamb-bc4-feedback_frontend,coe/rollout-23.10LTS,,
pru-pamb/pamb-bc4-feedback_frontend,coe/rollout-24.01LTS,,
pru-pamb/pamb-bc4-feedback_frontend,coe/rollout-24.04LTS,,
pru-pamb/pamb-bc4-feedback_frontend,coe/rollout-24.10LTS,,
pru-pamb/pamb-bc4-feedback_frontend,coe/sit,,
pru-pamb/pamb-bc4-feedback_frontend,develop,,PRUForce
pru-pamb/pamb-bc4-feedback_frontend,develop-bak-github,,
pru-pamb/pamb-bc4-feedback_frontend,feature/PCAAEB-15129,,
pru-pamb/pamb-bc4-feedback_frontend,feature/PCAAEB-28779,,
pru-pamb/pamb-bc4-feedback_frontend,feature/PCAAEB-33774-sit,,
pru-pamb/pamb-bc4-feedback_frontend,feature/PCAAEB-39863-rn-upgrade,,
pru-pamb/pamb-bc4-feedback_frontend,feature/PCAAEB-40763-core-to-native,,
pru-pamb/pamb-bc4-feedback_frontend,feature/sync-from-bitbucket-my/dev,,
pru-pamb/pamb-bc4-feedback_frontend,kh/master,,
pru-pamb/pamb-bc4-feedback_frontend,kh/uat,,
pru-pamb/pamb-bc4-feedback_frontend,master,,PRUForce
pru-pamb/pamb-bc4-feedback_frontend,master-bak-github,,
pru-pamb/pamb-bc4-feedback_frontend,my/dev,,
pru-pamb/pamb-bc4-feedback_frontend,my/dev-backup,,
pru-pamb/pamb-bc4-feedback_frontend,my/dev-hybridbackup,,
pru-pamb/pamb-bc4-feedback_frontend,my/master,,
pru-pamb/pamb-bc4-feedback_frontend,my/release,,
pru-pamb/pamb-bc4-feedback_frontend,my/uat,,
pru-pamb/pamb-bc4-feedback_frontend,my/uat-backup,,
pru-pamb/pamb-bc4-feedback_frontend,my/uat-pruforce-2.0,,
pru-pamb/pamb-bc4-feedback_frontend,ph/master,,
pru-pamb/pamb-bc4-feedback_frontend,ph/uat,,
pru-pamb/pamb-bc4-feedback_frontend,plai-coe/dev,,
pru-pamb/pamb-bc4-feedback_frontend,release,,PRUForce
pru-pamb/pamb-bc4-feedback_frontend,sg/master,,
pru-pamb/pamb-bc4-feedback_frontend,sg/uat,,
pru-pamb/pamb-bc4-feedback_frontend,sit,,
pru-pamb/pamb-bc4-feedback_frontend,uat,,
pru-pamb/pamb-bc4-feedback_frontend,vn/master,,
pru-pamb/pamb-bc4-feedback_frontend,vn/uat,,
pru-pamb/pamb-bc4-event2_process_api,coe/dev,,
pru-pamb/pamb-bc4-event2_process_api,coe/rollout-24.10LTS,,
pru-pamb/pamb-bc4-event2_process_api,develop,,PRUForce
pru-pamb/pamb-bc4-event2_process_api,feature/PCAAEB-53860-devsecops,,
pru-pamb/pamb-bc4-event2_process_api,feature/bump,,
pru-pamb/pamb-bc4-event2_process_api,feature/devsecops,,
pru-pamb/pamb-bc4-event2_process_api,feature/gh-action,,
pru-pamb/pamb-bc4-event2_process_api,feature/merge-24.10,,
pru-pamb/pamb-bc4-event2_process_api,feature/merge-master-202501,,
pru-pamb/pamb-bc4-event2_process_api,feature/merge-to-master-202501,,
pru-pamb/pamb-bc4-event2_process_api,master,Yes,PRUForce
pru-pamb/pamb-bc4-event2_process_api,my/dev,,
pru-pamb/pamb-bc4-event2_process_api,my/master,,
pru-pamb/pamb-bc4-event2_process_api,my/release,,
pru-pamb/pamb-bc4-event2_process_api,release,Yes,PRUForce
pru-pamb/pamb-bc4-event_process_api,develop,,PRUForce
pru-pamb/pamb-bc4-event_process_api,feature/PCAAEB-54206,,
pru-pamb/pamb-bc4-event_process_api,feature/gh-action,,
pru-pamb/pamb-bc4-event_process_api,feature/sec-fix,,
pru-pamb/pamb-bc4-event_process_api,master,Yes,PRUForce
pru-pamb/pamb-bc4-event_process_api,release_hotfix_0805,,
pru-pamb/pamb-bc4-event_process_api,release,Yes,PRUForce
pru-pamb/pamb-bc4-event_process_api,release-bak-github,,
pru-pamb/pamb-bc4-event_frontend,dev,,
pru-pamb/pamb-bc4-event_frontend,feature/sync-from-bitbucket-coe/master,,
pru-pamb/pamb-bc4-event_frontend,master,,PRUForce
pru-pamb/pamb-bc4-event_frontend,sit,,
pru-pamb/pamb-bc4-event_frontend,uat,,
pru-pamb/pamb-bc4-epa_frontend,bugfix/PCAAEB-42650,,
pru-pamb/pamb-bc4-epa_frontend,coe/dev,,
pru-pamb/pamb-bc4-epa_frontend,coe/master,,
pru-pamb/pamb-bc4-epa_frontend,coe/rollout-3.x,,
pru-pamb/pamb-bc4-epa_frontend,coe/rollout-22.09,,
pru-pamb/pamb-bc4-epa_frontend,coe/rollout-22.10LTS,,
pru-pamb/pamb-bc4-epa_frontend,coe/rollout-23.01LTS,,
pru-pamb/pamb-bc4-epa_frontend,coe/rollout-23.04LTS,,
pru-pamb/pamb-bc4-epa_frontend,coe/rollout-23.04.1,,
pru-pamb/pamb-bc4-epa_frontend,coe/rollout-23.07LTS,,
pru-pamb/pamb-bc4-epa_frontend,coe/rollout-23.10LTS,,
pru-pamb/pamb-bc4-epa_frontend,coe/rollout-24.01LTS,,
pru-pamb/pamb-bc4-epa_frontend,coe/rollout-24.04LTS,,
pru-pamb/pamb-bc4-epa_frontend,coe/rollout-24.10LTS,,
pru-pamb/pamb-bc4-epa_frontend,coe/sit,,
pru-pamb/pamb-bc4-epa_frontend,coe/v3.x/devsecops,,
pru-pamb/pamb-bc4-epa_frontend,develop,,PRUForce
pru-pamb/pamb-bc4-epa_frontend,feature/PCAAEB-39863-rn-upgrade-v72,,
pru-pamb/pamb-bc4-epa_frontend,feature/sync-from-bitbucket-my/dev,,
pru-pamb/pamb-bc4-epa_frontend,master,,PRUForce
pru-pamb/pamb-bc4-epa_frontend,master-bak-github,,
pru-pamb/pamb-bc4-epa_frontend,my/dev,,
pru-pamb/pamb-bc4-epa_frontend,my/dev-backup,,
pru-pamb/pamb-bc4-epa_frontend,my/master,,
pru-pamb/pamb-bc4-epa_frontend,my/release,,
pru-pamb/pamb-bc4-epa_frontend,my/uat,,
pru-pamb/pamb-bc4-epa_frontend,plai-coe/dev,,
pru-pamb/pamb-bc4-epa_frontend,release,,PRUForce
pru-pamb/pamb-bc4-epa_frontend,sg/master,,
pru-pamb/pamb-bc4-epa_frontend,sg/uat,,
pru-pamb/pamb-bc4-epa_frontend,sit,,
pru-pamb/pamb-bc4-epa_frontend,uat,,
pru-pamb/pamb-bc4-engagement_process_api,coe/master,,
pru-pamb/pamb-bc4-engagement_process_api,develop,,PRUForce
pru-pamb/pamb-bc4-engagement_process_api,feature/PCAAEB-54200,,
pru-pamb/pamb-bc4-engagement_process_api,feature/PCAAEB-55355,,
pru-pamb/pamb-bc4-engagement_process_api,feature/bump,,
pru-pamb/pamb-bc4-engagement_process_api,feature/gh-action,,
pru-pamb/pamb-bc4-engagement_process_api,master,Yes,PRUForce
pru-pamb/pamb-bc4-engagement_process_api,release,Yes,PRUForce
pru-pamb/pamb-bc4-email_process_api,coe/master,,
pru-pamb/pamb-bc4-email_process_api,develop,,PRUForce
pru-pamb/pamb-bc4-email_process_api,feature/PCAAEB-49291,,
pru-pamb/pamb-bc4-email_process_api,feature/PCAAEB-53899,,
pru-pamb/pamb-bc4-email_process_api,feature/PCAAEB-53945,,
pru-pamb/pamb-bc4-email_process_api,feature/PCAAEB-55353,,
pru-pamb/pamb-bc4-email_process_api,feature/gh-action,,
pru-pamb/pamb-bc4-email_process_api,master,Yes,PRUForce
pru-pamb/pamb-bc4-email_process_api,release,Yes,PRUForce
pru-pamb/pamb-bc4-email_process_api,release-bak-github,,
pru-pamb/pamb-bc4-dashboard_process_api,coe/dev,,
pru-pamb/pamb-bc4-dashboard_process_api,coe/rollout-24.10LTS,,
pru-pamb/pamb-bc4-dashboard_process_api,develop,,PRUForce
pru-pamb/pamb-bc4-dashboard_process_api,feature/PCAAEB-53877,,
pru-pamb/pamb-bc4-dashboard_process_api,feature/gh-action,,
pru-pamb/pamb-bc4-dashboard_process_api,master,Yes,PRUForce
pru-pamb/pamb-bc4-dashboard_process_api,my/dev,,
pru-pamb/pamb-bc4-dashboard_process_api,my/master,,
pru-pamb/pamb-bc4-dashboard_process_api,my/release,,
pru-pamb/pamb-bc4-dashboard_process_api,release,Yes,PRUForce
pru-pamb/pamb-bc4-core_experience_api,develop,,PRUForce
pru-pamb/pamb-bc4-core_experience_api,feature/PCAAEB-53880,,
pru-pamb/pamb-bc4-core_experience_api,feature/PCAAEB-53886,,
pru-pamb/pamb-bc4-core_experience_api,feature/gh-action,,
pru-pamb/pamb-bc4-core_experience_api,feature/refactor,,
pru-pamb/pamb-bc4-core_experience_api,master,Yes,PRUForce
pru-pamb/pamb-bc4-core_experience_api,release,Yes,PRUForce
pru-pamb/pamb-bc4-core_experience_api,release-bak-github,,
pru-pamb/pamb-bc4-content_process_api,18MarchBk,,
pru-pamb/pamb-bc4-content_process_api,NovMyReleaseBackup,,
pru-pamb/pamb-bc4-content_process_api,NovReleaseBackup,,
pru-pamb/pamb-bc4-content_process_api,ReleaseNov24Backup,,
pru-pamb/pamb-bc4-content_process_api,bugfix/PCAAEB-18282-securityfix,,
pru-pamb/pamb-bc4-content_process_api,bugfix/PCAAEB-22087,,
pru-pamb/pamb-bc4-content_process_api,bugfix/PCAAEB-36030-disable-application-health-check-dependence-on-vault,,
pru-pamb/pamb-bc4-content_process_api,bugfix/PCAAEB-38433,,
pru-pamb/pamb-bc4-content_process_api,bugfix/PCAAEB-39450,,
pru-pamb/pamb-bc4-content_process_api,bugfix/PCAAEB-40901,,
pru-pamb/pamb-bc4-content_process_api,bugfix/PCAAEB-46648,,
pru-pamb/pamb-bc4-content_process_api,bugfix/PCAAEB-46704,,
pru-pamb/pamb-bc4-content_process_api,bugfix/PCAAEB-46989,,
pru-pamb/pamb-bc4-content_process_api,bugfix/PCAAEB-47001,,
pru-pamb/pamb-bc4-content_process_api,bugfix/PCAAEB-47046,,
pru-pamb/pamb-bc4-content_process_api,bugfix/PCAAEB-47652,,
pru-pamb/pamb-bc4-content_process_api,bugfix/PCAAEB-48828,,
pru-pamb/pamb-bc4-content_process_api,bugfix/PCAAEB-48829,,
pru-pamb/pamb-bc4-content_process_api,bugfix/PCAAEB-50158-CVE-2024-29857,,
pru-pamb/pamb-bc4-content_process_api,bugfix/PCAAEB-50158,,
pru-pamb/pamb-bc4-content_process_api,bugfix/PCAAEB-51048,,
pru-pamb/pamb-bc4-content_process_api,bugfix/PCAAEB-52217,,
pru-pamb/pamb-bc4-content_process_api,bugfix/PCAAEB-52534,,
pru-pamb/pamb-bc4-content_process_api,bugfix/PCAAEB-52651,,
pru-pamb/pamb-bc4-content_process_api,coe/dev,,
pru-pamb/pamb-bc4-content_process_api,coe/master,,
pru-pamb/pamb-bc4-content_process_api,coe/rollout-2.0,,
pru-pamb/pamb-bc4-content_process_api,coe/rollout-3.x,,
pru-pamb/pamb-bc4-content_process_api,coe/rollout-22.09,,
pru-pamb/pamb-bc4-content_process_api,coe/rollout-22.10LTS,,
pru-pamb/pamb-bc4-content_process_api,coe/rollout-23.01LTS,,
pru-pamb/pamb-bc4-content_process_api,coe/rollout-23.04LTS,,
pru-pamb/pamb-bc4-content_process_api,coe/rollout-23.04.1,,
pru-pamb/pamb-bc4-content_process_api,coe/rollout-23.07LTS,,
pru-pamb/pamb-bc4-content_process_api,coe/rollout-23.10LTS,,
pru-pamb/pamb-bc4-content_process_api,coe/rollout-24.01LTS,,
pru-pamb/pamb-bc4-content_process_api,coe/rollout-24.04LTS,,
pru-pamb/pamb-bc4-content_process_api,coe/rollout-24.10LTS,,
pru-pamb/pamb-bc4-content_process_api,coe/sit,,
pru-pamb/pamb-bc4-content_process_api,dev,,
pru-pamb/pamb-bc4-content_process_api,develop,,PRUForce
pru-pamb/pamb-bc4-content_process_api,feature/PCAAEB-7075,,
pru-pamb/pamb-bc4-content_process_api,feature/PCAAEB-11571-coe-devsecops2dev,,
pru-pamb/pamb-bc4-content_process_api,feature/PCAAEB-13274dev,,
pru-pamb/pamb-bc4-content_process_api,feature/PCAAEB-13274,,
pru-pamb/pamb-bc4-content_process_api,feature/PCAAEB-24162-22.10,,
pru-pamb/pamb-bc4-content_process_api,feature/PCAAEB-24162-23.01LTS,,
pru-pamb/pamb-bc4-content_process_api,feature/PCAAEB-24162-23.01,,
pru-pamb/pamb-bc4-content_process_api,feature/PCAAEB-37229,,
pru-pamb/pamb-bc4-content_process_api,feature/PCAAEB-38433,,
